state,district,biomass_type,crop,annual_availability_tons,availability_type,year,moisture_percent,calorific_value_mj_kg,cost_rs_per_ton,latitude,longitude,source
Jammu and Kashmir,Budgam,Sugarcane Bagasse,Sugarcane,129000,Surplus Biomass Residue,2015–18,51.5,9,2500,34.015,74.723,"National Biomass Atlas of India (SSS-NIBE/MNRE), based on ASCI study"
Jammu and Kashmir,Doda,Rice Husk,Rice,123600,Surplus Biomass Residue,2015–18,11.5,14.1,2470,33.149,75.548,"National Biomass Atlas of India (SSS-NIBE/MNRE), based on ASCI study"
Jammu and Kashmir,Ganderbal,Wheat Straw,Wheat,84600,Surplus Biomass Residue,2015–18,16,14.6,2420,34.226,74.771,"National Biomass Atlas of India (SSS-NIBE/MNRE), based on ASCI study"
Jammu and Kashmir,Jammu,Maize Residue,Maize,84800,Surplus Biomass Residue,2015–18,13,15.2,2120,32.726,74.857,"National Biomass Atlas of India (SSS-NIBE/MNRE), based on ASCI study"
Jammu and Kashmir,Kathua,Sugarcane Bagasse,Sugarcane,138000,Surplus Biomass Residue,2015–18,50.5,8.8,2810,32.386,75.518,"National Biomass Atlas of India (SSS-NIBE/MNRE), based on ASCI study"
Jammu and Kashmir,Kishtwar,Rice Husk,Rice,130800,Surplus Biomass Residue,2015–18,10.5,13.9,2380,33.314,75.768,"National Biomass Atlas of India (SSS-NIBE/MNRE), based on ASCI study"
Jammu and Kashmir,Kulgam,Wheat Straw,Wheat,90200,Surplus Biomass Residue,2015–18,15,14.4,2330,33.638,75.019,"National Biomass Atlas of India (SSS-NIBE/MNRE), based on ASCI study"
Jammu and Kashmir,Kupwara,Maize Residue,Maize,89600,Surplus Biomass Residue,2015–18,15.5,15,2040,34.526,74.255,"National Biomass Atlas of India (SSS-NIBE/MNRE), based on ASCI study"
Jammu and Kashmir,Poonch,Sugarcane Bagasse,Sugarcane,147000,Surplus Biomass Residue,2015–18,49.5,8.6,2700,33.771,74.092,"National Biomass Atlas of India (SSS-NIBE/MNRE), based on ASCI study"
Jammu and Kashmir,Pulwama,Rice Husk,Rice,138000,Surplus Biomass Residue,2015–18,13,15.1,2280,33.874,74.899,"National Biomass Atlas of India (SSS-NIBE/MNRE), based on ASCI study"
Jammu and Kashmir,Rajouri,Wheat Straw,Wheat,96000,Surplus Biomass Residue,2015–18,14,14.2,2240,33.379,74.315,"National Biomass Atlas of India (SSS-NIBE/MNRE), based on ASCI study"
Jammu and Kashmir,Ramban,Maize Residue,Maize,69600,Surplus Biomass Residue,2015–18,14.5,14.8,2290,33.243,75.236,"National Biomass Atlas of India (SSS-NIBE/MNRE), based on ASCI study"
Jammu and Kashmir,Reasi,Sugarcane Bagasse,Sugarcane,156000,Surplus Biomass Residue,2015–18,48.5,8.4,2600,33.081,74.832,"National Biomass Atlas of India (SSS-NIBE/MNRE), based on ASCI study"
Jammu and Kashmir,Samba,Rice Husk,Rice,108000,Surplus Biomass Residue,2015–18,12,14.9,2570,32.563,75.119,"National Biomass Atlas of India (SSS-NIBE/MNRE), based on ASCI study"
Jammu and Kashmir,Shopian,Wheat Straw,Wheat,101600,Surplus Biomass Residue,2015–18,16.5,14,2160,33.717,74.835,"National Biomass Atlas of India (SSS-NIBE/MNRE), based on ASCI study"
Jammu and Kashmir,Srinagar,Maize Residue,Maize,74400,Surplus Biomass Residue,2015–18,13.5,14.6,2200,34.083,74.797,"National Biomass Atlas of India (SSS-NIBE/MNRE), based on ASCI study"
Jammu and Kashmir,Udhampur,Sugarcane Bagasse,Sugarcane,165000,Surplus Biomass Residue,2015–18,51,9.6,2500,32.916,75.141,"National Biomass Atlas of India (SSS-NIBE/MNRE), based on ASCI study"
Uttarakhand,Almora,Rice Husk,Rice,115200,Surplus Biomass Residue,2015–18,11,14.7,2470,29.597,79.66,"National Biomass Atlas of India (SSS-NIBE/MNRE), based on ASCI study"
Uttarakhand,Bageshwar,Wheat Straw,Wheat,107300,Surplus Biomass Residue,2015–18,15.5,13.8,2420,29.838,79.771,"National Biomass Atlas of India (SSS-NIBE/MNRE), based on ASCI study"
Uttarakhand,Chamoli,Maize Residue,Maize,79200,Surplus Biomass Residue,2015–18,12.5,14.4,2120,30.404,79.319,"National Biomass Atlas of India (SSS-NIBE/MNRE), based on ASCI study"
Uttarakhand,Champawat,Sugarcane Bagasse,Sugarcane,127500,Surplus Biomass Residue,2015–18,50,9.4,2810,29.334,80.096,"National Biomass Atlas of India (SSS-NIBE/MNRE), based on ASCI study"
Uttarakhand,Dehradun,Rice Husk,Rice,122400,Surplus Biomass Residue,2015–18,13.5,14.5,2380,30.325,78.043,"National Biomass Atlas of India (SSS-NIBE/MNRE), based on ASCI study"
Uttarakhand,Haridwar,Wheat Straw,Wheat,83600,Surplus Biomass Residue,2015–18,14.5,13.6,2330,29.945,78.164,"National Biomass Atlas of India (SSS-NIBE/MNRE), based on ASCI study"
Uttarakhand,Nainital,Maize Residue,Maize,84000,Surplus Biomass Residue,2015–18,15,15.6,2040,29.391,79.454,"National Biomass Atlas of India (SSS-NIBE/MNRE), based on ASCI study"
Uttarakhand,Pauri Garhwal,Sugarcane Bagasse,Sugarcane,136500,Surplus Biomass Residue,2015–18,49,9.2,2700,30.15,78.78,"National Biomass Atlas of India (SSS-NIBE/MNRE), based on ASCI study"
Uttarakhand,Pithoragarh,Rice Husk,Rice,129600,Surplus Biomass Residue,2015–18,12.5,14.3,2280,29.583,80.218,"National Biomass Atlas of India (SSS-NIBE/MNRE), based on ASCI study"
Uttarakhand,Rudraprayag,Wheat Straw,Wheat,89300,Surplus Biomass Residue,2015–18,13.5,13.4,2240,30.285,78.981,"National Biomass Atlas of India (SSS-NIBE/MNRE), based on ASCI study"
Uttarakhand,Tehri Garhwal,Maize Residue,Maize,88800,Surplus Biomass Residue,2015–18,14,15.4,2290,30.375,78.48,"National Biomass Atlas of India (SSS-NIBE/MNRE), based on ASCI study"
Uttarakhand,Udham Singh Nagar,Sugarcane Bagasse,Sugarcane,145500,Surplus Biomass Residue,2015–18,51.5,9,2600,28.975,79.4,"National Biomass Atlas of India (SSS-NIBE/MNRE), based on ASCI study"
Uttarakhand,Uttarkashi,Rice Husk,Rice,136800,Surplus Biomass Residue,2015–18,11.5,14.1,2570,30.729,78.443,"National Biomass Atlas of India (SSS-NIBE/MNRE), based on ASCI study"
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
