tariff_id,state,state_id,discom,discom_id,consumer_category,voltage_level_or_load,energy_charge,energy_charge_unit,fixed_charge,fixed_charge_unit,demand_charge,demand_charge_unit,effective_from,tariff_year,tariff_order_category_label,has_tod,has_slab,notes,official_source,data_status,source_type
JK_JK_JPDCL_054,Jammu & Kashmir,JK,JPDCL,JK_JPDCL,LT Industrial Supply (LTIS-I),Load <50 kW,4.2,Rs/kVAh,60,Rs/kVA/month,0,Not separately charged,2025-04-01,2025-26,LTIS-I,N,N,Latest approved consumer-payable FY2025-26 tariff; FY2026-27 proposal is not yet an approved order.,https://kpdcl.jk.gov.in/page/NUQ2eVIwNDlEWXpqM2tkU0pPWnhHdz09,VERIFIED_OFFICIAL_SOURCE,REGULATOR_OR_DISCOM_OFFICIAL
JK_JK_JPDCL_055,Jammu & Kashmir,JK,JPDCL,JK_JPDCL,LT Industrial Supply (LTIS-I),Load >50 kW,4.2,Rs/kVAh,60,Rs/kVA/month,0,Not separately charged,2025-04-01,2025-26,LTIS-I >50 kW,N,N,Latest approved consumer-payable FY2025-26 tariff; FY2026-27 proposal is not yet an approved order.,https://kpdcl.jk.gov.in/page/NUQ2eVIwNDlEWXpqM2tkU0pPWnhHdz09,VERIFIED_OFFICIAL_SOURCE,REGULATOR_OR_DISCOM_OFFICIAL
JK_JK_JPDCL_056,Jammu & Kashmir,JK,JPDCL,JK_JPDCL,LT Industrial Supply (LTIS-II),Up to 15 HP,4.2,Rs/kWh,30,Rs/kW/month,0,Not separately charged,2025-04-01,2025-26,LTIS-II,N,N,Latest approved consumer-payable FY2025-26 tariff.,https://kpdcl.jk.gov.in/page/NUQ2eVIwNDlEWXpqM2tkU0pPWnhHdz09,VERIFIED_OFFICIAL_SOURCE,REGULATOR_OR_DISCOM_OFFICIAL
JK_JK_JPDCL_057,Jammu & Kashmir,JK,JPDCL,JK_JPDCL,HT Power Intensive Unit,11 kV,9.0,Rs/kVAh,0,Not applicable,300,Rs/kVA/month,2025-04-01,2025-26,HT-PIU,Y,N,Latest approved FY2025-26 full-cost tariff; no government subsidy for HT-PIU; TOD surcharge/rebate applies.,https://kpdcl.jk.gov.in/page/NUQ2eVIwNDlEWXpqM2tkU0pPWnhHdz09,VERIFIED_OFFICIAL_SOURCE,REGULATOR_OR_DISCOM_OFFICIAL
JK_JK_JPDCL_058,Jammu & Kashmir,JK,JPDCL,JK_JPDCL,HT Power Intensive Unit,33 kV and above,8.75,Rs/kVAh,0,Not applicable,300,Rs/kVA/month,2025-04-01,2025-26,HT-PIU,Y,N,Latest approved FY2025-26 full-cost tariff; no government subsidy for HT-PIU; TOD surcharge/rebate applies.,https://kpdcl.jk.gov.in/page/NUQ2eVIwNDlEWXpqM2tkU0pPWnhHdz09,VERIFIED_OFFICIAL_SOURCE,REGULATOR_OR_DISCOM_OFFICIAL
JK_JK_KPDCL_059,Jammu & Kashmir,JK,KPDCL,JK_KPDCL,LT Industrial Supply (LTIS-I),Load <50 kW,4.2,Rs/kVAh,60,Rs/kVA/month,0,Not separately charged,2025-04-01,2025-26,LTIS-I,N,N,Latest approved consumer-payable FY2025-26 tariff; FY2026-27 proposal is not yet an approved order.,https://kpdcl.jk.gov.in/page/NUQ2eVIwNDlEWXpqM2tkU0pPWnhHdz09,VERIFIED_OFFICIAL_SOURCE,REGULATOR_OR_DISCOM_OFFICIAL
JK_JK_KPDCL_060,Jammu & Kashmir,JK,KPDCL,JK_KPDCL,LT Industrial Supply (LTIS-I),Load >50 kW,4.2,Rs/kVAh,60,Rs/kVA/month,0,Not separately charged,2025-04-01,2025-26,LTIS-I >50 kW,N,N,Latest approved consumer-payable FY2025-26 tariff; FY2026-27 proposal is not yet an approved order.,https://kpdcl.jk.gov.in/page/NUQ2eVIwNDlEWXpqM2tkU0pPWnhHdz09,VERIFIED_OFFICIAL_SOURCE,REGULATOR_OR_DISCOM_OFFICIAL
JK_JK_KPDCL_061,Jammu & Kashmir,JK,KPDCL,JK_KPDCL,LT Industrial Supply (LTIS-II),Up to 15 HP,4.2,Rs/kWh,30,Rs/kW/month,0,Not separately charged,2025-04-01,2025-26,LTIS-II,N,N,Latest approved consumer-payable FY2025-26 tariff.,https://kpdcl.jk.gov.in/page/NUQ2eVIwNDlEWXpqM2tkU0pPWnhHdz09,VERIFIED_OFFICIAL_SOURCE,REGULATOR_OR_DISCOM_OFFICIAL
JK_JK_KPDCL_062,Jammu & Kashmir,JK,KPDCL,JK_KPDCL,HT Power Intensive Unit,11 kV,9.0,Rs/kVAh,0,Not applicable,300,Rs/kVA/month,2025-04-01,2025-26,HT-PIU,Y,N,Latest approved FY2025-26 full-cost tariff; no government subsidy for HT-PIU; TOD surcharge/rebate applies.,https://kpdcl.jk.gov.in/page/NUQ2eVIwNDlEWXpqM2tkU0pPWnhHdz09,VERIFIED_OFFICIAL_SOURCE,REGULATOR_OR_DISCOM_OFFICIAL
JK_JK_KPDCL_063,Jammu & Kashmir,JK,KPDCL,JK_KPDCL,HT Power Intensive Unit,33 kV and above,8.75,Rs/kVAh,0,Not applicable,300,Rs/kVA/month,2025-04-01,2025-26,HT-PIU,Y,N,Latest approved FY2025-26 full-cost tariff; no government subsidy for HT-PIU; TOD surcharge/rebate applies.,https://kpdcl.jk.gov.in/page/NUQ2eVIwNDlEWXpqM2tkU0pPWnhHdz09,VERIFIED_OFFICIAL_SOURCE,REGULATOR_OR_DISCOM_OFFICIAL
